device,readout_error,channel,amplitude,eta,method,nq,q_acc,target_threshold,is_observed,is_extrapolated,is_trivial_regime,is_meaningful,is_near_random,is_random_baseline_fix,is_inference_point,random_baseline_eps,random_baseline_threshold,nq_cutoff,pred_status,target_in_pred_range,extrapolation_trusted,extrapolation_reason,interval_method_requested,interval_method_effective,interval_method_fallback_reason,interval_method_fallback_n_abs_errors,conformal_n_abs_errors,conformal_holdout_nq,strict_split_conformal_requested,strict_split_conformal_active,strict_split_reason,interval_uncertainty_source,curve_bootstrap_n_valid,curve_bootstrap_fit_mode,log2_nps,nps,sigma_log2_nps,sigma_wls_log2_nps,sigma_eff_log2_nps,ci_halfwidth_log2_nps,sigma_cv,sigma_cv_k,sigma_cv_k_obs,sigma_cv_k_extrap,sigma_cv_log2_at_obs_max,sigma_cv_log2_gate_at_obs_max,log2_nps_lo,log2_nps_hi,nps_lo,nps_hi,predictor_name,predictor_thr_min,predictor_thr_max
S,1%,dephasing,0.01,0.01,hypergraph,5,0.8795534257454656,0.8695534257454656,true,false,false,true,false,false,true,0.02,0.52,19,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,5.413457139250416,42.619954246732654,0.06519456771036818,0.027617961463781628,0.06519456771036818,0.21540936284785708,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,5.198047776402559,5.628866502098273,36.708640401334435,49.483186523234814,opt1_dense_hg,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,7,0.6335634655937614,0.6135634655937614,true,false,false,true,false,false,true,0.02,0.52,11,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,10.874237344931503,1877.0317587190618,0.06212457323527578,0.017531270305482603,0.06212457323527578,0.04678594219439227,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,10.827451402737111,10.921023287125895,1817.1369053160597,1938.9008131047594,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,8,0.605747520992711,0.585747520992711,true,false,false,true,false,false,true,0.02,0.52,11,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,12.390757793082448,5370.191399733831,0.06973551566103019,0.0149513269958738,0.06973551566103019,0.053469648222162595,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,12.337288144860286,12.44422744130461,5174.802708086353,5572.957520623983,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,9,0.5826603650158079,0.5626603650158079,true,false,false,true,false,false,true,0.02,0.52,11,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,13.914522052393378,15441.465416276338,0.0777275341861938,0.013026988398649866,0.0777275341861938,0.06015335424993292,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,13.854368698143446,13.97467540664331,14810.869288008646,16098.91016964858,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,10,0.5637748706564569,0.5437748706564569,true,false,false,true,false,false,true,0.02,0.52,11,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,15.450298614728585,44771.673192419636,0.08596005401445242,0.011828448332767546,0.08596005401445242,0.06683706027770324,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,15.383461554450882,15.517135675006287,42744.80744530567,46894.64850236368,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,11,0.5485532160290152,0.5285532160290152,true,false,false,true,false,false,true,0.02,0.52,11,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,16.99522731510117,130639.10757421791,0.09421838762123058,0.010273750217638997,0.09421838762123058,0.07352076630547356,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,16.921706548795697,17.068748081406646,124148.43492830783,137469.12264857415,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,12,0.5364671808246069,0.5164671808246069,true,false,true,false,true,true,false,0.02,0.52,11,random_baseline,false,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,0.0,1.0,,,,,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,,,,,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,13,0.5270152517149735,0.5070152517149735,true,false,true,false,true,true,false,0.02,0.52,11,random_baseline,false,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,0.0,1.0,,,,,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,,,,,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,14,0.5197356540003119,0.49973565400031184,false,false,true,false,true,true,false,0.02,0.52,11,random_baseline,false,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,0.0,1.0,,,,,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,,,,,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,15,0.5142150395031485,0.4942150395031485,true,false,true,false,true,true,false,0.02,0.52,11,random_baseline,false,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,0.0,1.0,,,,,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,,,,,opt1_dense_eigenshadow,0.51,0.97
S,1%,depolarizing,0.1,0.02,eigenshadow,16,0.5100930328318807,0.49009303283188066,false,true,true,false,true,true,false,0.02,0.52,11,random_baseline,false,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,0.0,1.0,,,,,0.1702952979069119,0.011353019860460792,0.008514234373216788,0.011353019860460792,0.1277135155982518,0.1702952979069119,,,,,opt1_dense_eigenshadow,0.51,0.97
