device,readout_error,channel,amplitude,eta,method,nq,q_acc,target_threshold,is_observed,is_extrapolated,is_trivial_regime,is_meaningful,is_near_random,is_random_baseline_fix,is_inference_point,random_baseline_eps,random_baseline_threshold,nq_cutoff,pred_status,target_in_pred_range,extrapolation_trusted,extrapolation_reason,interval_method_requested,interval_method_effective,interval_method_fallback_reason,interval_method_fallback_n_abs_errors,conformal_n_abs_errors,conformal_holdout_nq,strict_split_conformal_requested,strict_split_conformal_active,strict_split_reason,interval_uncertainty_source,curve_bootstrap_n_valid,curve_bootstrap_fit_mode,log2_nps,nps,sigma_log2_nps,sigma_wls_log2_nps,sigma_eff_log2_nps,ci_halfwidth_log2_nps,sigma_cv,sigma_cv_k,sigma_cv_k_obs,sigma_cv_k_extrap,sigma_cv_log2_at_obs_max,sigma_cv_log2_gate_at_obs_max,log2_nps_lo,log2_nps_hi,nps_lo,nps_hi,predictor_name,predictor_thr_min,predictor_thr_max
I,0.1%,dephasing,0.01,0.01,hypergraph,16,0.7898064362419397,0.7798064362419397,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,18.167549558520896,294426.81762718613,0.2943451488863991,0.03199164943123228,0.2943451488863991,0.29434067195455027,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,17.873208886566346,18.461890230475447,240088.85123289394,361062.7919327374,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,17,0.7795632337982654,0.7695632337982654,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,19.305982105910264,648156.2447118006,0.356253696634616,0.03726725133040958,0.356253696634616,0.3562482733154444,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,18.94973383259482,19.662230379225708,506335.4019698385,829700.0682245968,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,18,0.7696472813970177,0.7596472813970176,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,20.4382958669055,1420823.4496102019,0.41957577590385337,0.04290397782316763,0.41957577590385337,0.4195693854767597,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,20.01872648142874,20.857865252382258,1062275.4529047925,1900391.5316333354,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,19,0.7600510822094795,0.7500510822094795,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,21.56435636893091,3101116.660672481,0.4808427180005201,0.048837772538705686,0.4808427180005201,0.4808353933971372,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,21.083520975533773,22.045191762328045,2222144.148672974,4327768.092292078,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,20,0.7507669624848579,0.7407669624848578,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,22.68214628352572,6729865.696472031,0.536646535288754,0.055484662365169975,0.536646535288754,0.5366383637229933,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,22.14550791980273,23.218784647248714,4639403.577827297,9762266.104420578,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,21,0.741787135350177,0.731787135350177,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,23.792787794901773,14532582.822982244,0.5835201599145349,0.061824981037067156,0.5835201599145349,0.5835112794136738,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,23.2092765154881,24.376299074315448,9698139.09843488,21776957.554766577,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,22,0.7331037527048417,0.7231037527048417,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,24.890664810227094,31105466.56420011,0.6219179308799482,0.06694508401451761,0.6219179308799482,0.6219084694673601,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,24.268756340759733,25.512573279694454,20212666.76243164,47868500.55703249,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,23,0.724708947651949,0.714708947651949,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,25.96406117687168,65457772.66956908,0.6586285054666066,0.07235563364657971,0.6586285054666066,0.6586184904497482,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,25.305442686421934,26.622679667321428,41466492.56149483,103329694.36724707,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,24,0.7165948693212614,0.7065948693212614,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,27.039039202326702,137899234.01989916,0.6942272209293303,0.07771930769096826,0.6942272209293303,0.6942166695633025,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,26.3448225327634,27.733255871890005,85227904.93927078,223121743.4809048,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,25,0.7087537115133311,0.6987537115133311,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,28.110483735210035,289800277.45064783,0.7290719017762345,0.0827304578894695,0.7290719017762345,0.7290608246678549,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,27.38142291054218,28.83954455987789,174835500.06138,480361258.3313337,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,26,0.7011777362809571,0.6911777362809571,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,29.156018184776922,598185701.3798382,0.763568433587432,0.08756868872518911,0.763568433587432,0.7635568356022341,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,28.392461349174688,29.919575020379156,352356686.1162198,1015522473.2056458,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,27,0.6938592933299159,0.6838592933299159,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,30.15657158375988,1196830403.23853,0.7982764150125384,0.09383222422637408,0.7982764150125384,0.7982642980019273,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,29.358307285757952,30.95483588176181,688226062.4953336,2081297254.1646726,opt1_dense_hg,0.51,0.97
I,0.1%,dephasing,0.01,0.01,hypergraph,28,0.6867908359434062,0.6767908359434062,false,true,false,true,false,false,true,0.02,0.52,50,ok,true,true,ok,conformal_hybrid,conformal_hybrid,,0,36,13|15,false,false,not_requested,predictor_calibrated,,,31.116496430183453,2328084746.9574695,0.833679991010825,0.10248137471314969,0.833679991010825,0.8336673532206069,0.3081965100883737,0.020546434005891578,0.011811147045950876,0.020546434005891578,0.17716720568926314,0.3081965100883737,30.282829076962845,31.95016378340406,1306290912.9107602,4149135950.8418255,opt1_dense_hg,0.51,0.97
